UE;NUMERO;TIPO;SITUACAO;REFERENCIA;CONTRATADOS;PROVENTO;DESCONTO;LIQUIDO;PENSIONISTA
UE/MS;056959;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020833;1/2023;25;26009.450000;8507.270000;17502.180000;0.000000
UE/MS;057097;Rescisão de Recenseador ( RR ) ;Paga 020826;1/2023;18;15312.770000;492.100000;14820.670000;0.000000
UE/MS;057098;Locomoção de Mensalista ( LM ) ;Paga 020827;1/2023;25;12140.470000;0.000000;12140.470000;0.000000
UE/MS;057099;Locomoção de Rercenseador ( LR ) ;Paga 020825;1/2023;74;34325.200000;0.000000;34325.200000;0.000000
UE/MS;057100;Diárias ( EX ) ;Paga 020827;1/2023;13;17602.650000;1375.230000;16227.420000;0.000000
UE/MS;057166;Rescisão de Recenseador ( RR ) ;Paga 020833;1/2023;17;18082.500000;569.050000;17513.450000;0.000000
UE/MS;057167;Locomoção de Mensalista ( LM ) ;Paga 020834;1/2023;20;11816.340000;0.000000;11816.340000;0.000000
UE/MS;057168;Locomoção de Rercenseador ( LR ) ;Paga 020830;1/2023;69;16539.950000;0.000000;16539.950000;0.000000
UE/MS;057169;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020833;1/2023;30;27453.140000;7937.460000;19515.680000;0.000000
UE/MS;057170;Diárias ( EX ) ;Paga 020832;1/2023;7;8516.400000;528.170000;7988.230000;0.000000
UE/MS;057255;Rescisação de Mensalista ( RM ) ;Paga 020853;1/2023;1;2834.870000;197.740000;2637.130000;0.000000
UE/MS;057290;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020833;1/2023;4;4435.700000;2681.790000;1753.910000;0.000000
UE/MS;057337;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020840;1/2023;17;19292.380000;6034.800000;13257.580000;0.000000
UE/MS;057354;Rescisão de Recenseador ( RR ) ;Paga 020833;1/2023;11;7719.920000;240.960000;7478.960000;0.000000
UE/MS;057355;Locomoção de Mensalista ( LM ) ;Paga 020834;1/2023;13;7965.850000;0.000000;7965.850000;0.000000
UE/MS;057356;Locomoção de Rercenseador ( LR ) ;Paga 020838;1/2023;23;11744.000000;0.000000;11744.000000;0.000000
UE/MS;057357;Rescisação de Mensalista ( RM ) ;Paga 020853;1/2023;4;11519.590000;1025.760000;10493.830000;0.000000
UE/MS;057459;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020846;1/2023;2;2659.900000;1432.780000;1227.120000;0.000000
UE/MS;057470;Rescisão de Recenseador ( RR ) ;Paga 020846;1/2023;1;2940.140000;94.500000;2845.640000;0.000000
UE/MS;057471;Locomoção de Mensalista ( LM ) ;Paga 020848;1/2023;9;3705.280000;0.000000;3705.280000;0.000000
UE/MS;057472;Locomoção de Rercenseador ( LR ) ;Paga 020844;1/2023;38;19784.000000;0.000000;19784.000000;0.000000
UE/MS;057473;Diárias ( EX ) ;Paga 020849;1/2023;7;9048.050000;447.910000;8600.140000;0.000000
UE/MS;057557;Rescisação de Mensalista ( RM ) ;Paga 020853;1/2023;1;2755.650000;176.780000;2578.870000;0.000000
UE/MS;057573;Produção de Recenseador ( PR ) ;Paga 020845;1/2023;223;152941.360000;19746.380000;133194.980000;0.000000
UE/MS;057661;Rescisão de Recenseador ( RR ) ;Paga 020855;1/2023;2;1953.160000;62.770000;1890.390000;0.000000
UE/MS;057663;Locomoção de Mensalista ( LM ) ;Paga 020848;1/2023;7;4072.020000;0.000000;4072.020000;0.000000
UE/MS;057664;Locomoção de Rercenseador ( LR ) ;Paga 020850;1/2023;28;18112.950000;0.000000;18112.950000;0.000000
UE/MS;057666;Diárias ( EX ) ;Paga 020849;1/2023;6;9191.150000;550.400000;8640.750000;0.000000
UE/MS;057667;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020855;1/2023;2;2118.430000;582.120000;1536.310000;0.000000
UE/MS;057692;Produção de Recenseador ( PR ) ;Paga 020854;1/2023;44;21448.010000;2829.570000;18618.440000;0.000000
UE/MS;057715;Rescisão de Recenseador ( RR ) ;Paga 020855;1/2023;4;4195.050000;134.820000;4060.230000;0.000000
UE/MS;057716;Locomoção de Mensalista ( LM ) ;Paga 020851;1/2023;4;3790.000000;0.000000;3790.000000;0.000000
UE/MS;057717;Locomoção de Rercenseador ( LR ) ;Paga 020850;1/2023;8;4937.500000;0.000000;4937.500000;0.000000
UE/MS;057718;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020855;1/2023;2;2451.670000;441.400000;2010.270000;0.000000
UE/MS;057736;Produção de Recenseador ( PR ) ;Paga 020856;1/2023;40;13726.310000;1871.050000;11855.260000;0.000000
UE/MS;057863;Pagamento de Mensalista ( PM ) ;Paga 020929;2/2023;193;463123.940000;28266.020000;434857.920000;0.000000
UE/MS;057865;Rescisação de Mensalista ( RM ) ;Paga 020881;2/2023;15;27479.550000;7075.040000;20404.510000;0.000000
UE/MS;057867;Produção de Recenseador ( PR ) ;Paga 020859;2/2023;30;9031.880000;714.530000;8317.350000;0.000000
UE/MS;057868;Rescisão de Recenseador ( RR ) ;Paga 020859;2/2023;4;6412.420000;206.100000;6206.320000;0.000000
UE/MS;057869;Locomoção de Mensalista ( LM ) ;Paga 020864;2/2023;7;2957.000000;0.000000;2957.000000;0.000000
UE/MS;057870;Locomoção de Rercenseador ( LR ) ;Paga 020861;2/2023;43;17622.750000;0.000000;17622.750000;0.000000
UE/MS;057871;Diárias ( EX ) ;Paga 020860;2/2023;5;5115.300000;387.070000;4728.230000;0.000000
UE/MS;057872;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020863;2/2023;9;8813.420000;1410.760000;7402.660000;0.000000
UE/MS;057971;Produção de Recenseador ( PR ) ;Paga 020866;2/2023;76;23039.800000;1789.610000;21250.190000;0.000000
UE/MS;058012;Rescisão de Recenseador ( RR ) ;Paga 020866;2/2023;31;30989.330000;979.520000;30009.810000;0.000000
UE/MS;058013;Locomoção de Mensalista ( LM ) ;Paga 020868;2/2023;15;6430.000000;0.000000;6430.000000;0.000000
UE/MS;058014;Locomoção de Rercenseador ( LR ) ;Paga 020865;2/2023;36;11397.000000;0.000000;11397.000000;0.000000
UE/MS;058015;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020866;2/2023;1;264.100000;18.100000;246.000000;0.000000
UE/MS;058149;Produção de Recenseador ( PR ) ;Paga 020871;2/2023;37;7346.250000;598.620000;6747.630000;0.000000
UE/MS;058150;Rescisão de Recenseador ( RR ) ;Paga 020871;2/2023;13;11477.800000;365.180000;11112.620000;0.000000
UE/MS;058151;Locomoção de Mensalista ( LM ) ;Paga 020872;2/2023;8;2680.000000;0.000000;2680.000000;0.000000
UE/MS;058152;Locomoção de Rercenseador ( LR ) ;Paga 020870;2/2023;53;10289.000000;0.000000;10289.000000;0.000000
UE/MS;058231;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020871;2/2023;3;875.680000;223.950000;651.730000;0.000000
UE/MS;058260;Diárias ( EX ) ;Paga 020872;2/2023;2;2708.100000;209.720000;2498.380000;0.000000
UE/MS;058278;Produção de Recenseador ( PR ) ;Paga 020874;2/2023;61;16918.610000;1424.200000;15494.410000;0.000000
UE/MS;058286;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020874;2/2023;5;4911.370000;857.500000;4053.870000;0.000000
UE/MS;058379;Rescisação de Mensalista ( RM ) ;Paga 020907;2/2023;16;40481.520000;6756.210000;33725.310000;0.000000
UE/MS;058382;Rescisão de Recenseador ( RR ) ;Paga 020874;2/2023;12;9506.610000;295.340000;9211.270000;0.000000
UE/MS;058383;Locomoção de Rercenseador ( LR ) ;Paga 020873;2/2023;28;19538.990000;0.000000;19538.990000;0.000000
UE/MS;058384;Locomoção de Mensalista ( LM ) ;Paga 020876;2/2023;10;5663.800000;0.000000;5663.800000;0.000000
UE/MS;058390;Treinamento de Recenseador ( TR ) ;Paga 020875;2/2023;1;120.000000;0.000000;120.000000;0.000000
UE/MS;058436;Diárias ( EX ) ;Paga 020876;2/2023;1;46.800000;0.000000;46.800000;0.000000
UE/MS;058446;Produção de Recenseador ( PR ) ;Paga 020878;2/2023;66;17256.170000;1820.050000;15436.120000;0.000000
UE/MS;058447;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020878;2/2023;7;11851.740000;5256.860000;6594.880000;0.000000
UE/MS;058523;Rescisão de Recenseador ( RR ) ;Paga 020878;2/2023;16;19027.000000;601.870000;18425.130000;0.000000
UE/MS;058524;Locomoção de Mensalista ( LM ) ;Paga 020880;2/2023;7;2115.000000;0.000000;2115.000000;0.000000
UE/MS;058525;Locomoção de Rercenseador ( LR ) ;Paga 020877;2/2023;31;12711.400000;0.000000;12711.400000;0.000000
UE/MS;058589;Diárias ( EX ) ;Paga 020880;2/2023;1;1449.050000;83.270000;1365.780000;0.000000
UE/MS;058628;Produção de Recenseador ( PR ) ;Paga 020883;2/2023;83;27537.190000;2869.380000;24667.810000;0.000000
UE/MS;058629;Rescisão de Recenseador ( RR ) ;Paga 020883;2/2023;13;15379.090000;464.440000;14914.650000;0.000000
UE/MS;058630;Locomoção de Mensalista ( LM ) ;Paga 020884;2/2023;9;5062.800000;0.000000;5062.800000;0.000000
UE/MS;058631;Locomoção de Rercenseador ( LR ) ;Paga 020882;2/2023;45;21844.000000;0.000000;21844.000000;0.000000
UE/MS;058632;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020883;2/2023;5;16853.070000;1980.810000;14872.260000;0.000000
UE/MS;058666;Diárias ( EX ) ;Paga 020880;2/2023;1;752.250000;62.450000;689.800000;0.000000
UE/MS;058751;Produção de Recenseador ( PR ) ;Paga 020883;2/2023;28;7725.340000;1145.830000;6579.510000;0.000000
UE/MS;058752;Rescisão de Recenseador ( RR ) ;Paga 020883;2/2023;10;5653.980000;178.620000;5475.360000;0.000000
UE/MS;058753;Locomoção de Mensalista ( LM ) ;Paga 020884;2/2023;9;2011.010000;0.000000;2011.010000;0.000000
UE/MS;058754;Locomoção de Rercenseador ( LR ) ;Paga 020882;2/2023;51;32484.000000;0.000000;32484.000000;0.000000
UE/MS;058755;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020883;2/2023;1;2994.610000;2042.720000;951.890000;0.000000
UE/MS;058756;Diárias ( EX ) ;Paga 020884;2/2023;4;3349.450000;182.720000;3166.730000;0.000000
UE/MS;058898;Produção de Recenseador ( PR ) ;Paga 020886;2/2023;56;14774.540000;1808.760000;12965.780000;0.000000
UE/MS;058899;Rescisão de Recenseador ( RR ) ;Paga 020890;2/2023;9;11423.690000;423.880000;10999.810000;0.000000
UE/MS;058900;Locomoção de Rercenseador ( LR ) ;Paga 020889;2/2023;44;15048.320000;0.000000;15048.320000;0.000000
UE/MS;058902;Locomoção de Mensalista ( LM ) ;Paga 020892;2/2023;25;4837.000000;0.000000;4837.000000;0.000000
UE/MS;058903;Diárias ( EX ) ;Paga 020892;2/2023;2;4307.600000;229.760000;4077.840000;0.000000
UE/MS;058905;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020890;2/2023;2;3146.980000;1147.650000;1999.330000;0.000000
UE/MS;058964;Produção de Recenseador ( PR ) ;Paga 020890;2/2023;57;16522.480000;1339.880000;15182.600000;0.000000
UE/MS;059055;Rescisão de Recenseador ( RR ) ;Paga 020894;2/2023;19;15053.570000;443.940000;14609.630000;0.000000
UE/MS;059056;Locomoção de Mensalista ( LM ) ;Paga 020895;2/2023;12;1503.500000;0.000000;1503.500000;0.000000
UE/MS;059057;Locomoção de Rercenseador ( LR ) ;Paga 020893;2/2023;17;5525.000000;0.000000;5525.000000;0.000000
UE/MS;059060;Diárias ( EX ) ;Paga 020892;2/2023;9;8785.710000;676.130000;8109.580000;0.000000
UE/MS;059062;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020890;2/2023;2;2110.530000;923.870000;1186.660000;0.000000
UE/MS;059110;Acerto de Rescisação de Mensalista ( AM ) ;Paga 020907;2/2023;1;2434.320000;0.000000;2434.320000;0.000000
UE/MS;059125;Produção de Recenseador ( PR ) ;Paga 020897;2/2023;75;32153.830000;2915.860000;29237.970000;0.000000
UE/MS;059143;Diárias ( EX ) ;Paga 020895;2/2023;1;1354.050000;131.090000;1222.960000;0.000000
UE/MS;059184;Rescisão de Recenseador ( RR ) ;Paga 020897;2/2023;16;19978.660000;585.100000;19393.560000;0.000000
UE/MS;059185;Locomoção de Mensalista ( LM ) ;Paga 020899;2/2023;8;605.000000;0.000000;605.000000;0.000000
UE/MS;059186;Locomoção de Rercenseador ( LR ) ;Paga 020896;2/2023;56;23714.500000;0.000000;23714.500000;0.000000
UE/MS;059187;Diárias ( EX ) ;Paga 020899;2/2023;10;11627.770000;739.350000;10888.420000;0.000000
UE/MS;059189;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020897;2/2023;3;2694.990000;417.680000;2277.310000;0.000000
UE/MS;059190;Rescisação de Mensalista ( RM ) ;Paga 020907;2/2023;5;13541.340000;1815.140000;11726.200000;0.000000
UE/MS;059273;Produção de Recenseador ( PR ) ;Paga 020897;2/2023;88;11457.270000;1324.340000;10132.930000;0.000000
UE/MS;059283;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020901;2/2023;2;1204.990000;106.710000;1098.280000;0.000000
UE/MS;059316;Locomoção de Mensalista ( LM ) ;Paga 020902;2/2023;9;3756.470000;0.000000;3756.470000;0.000000
UE/MS;059317;Locomoção de Rercenseador ( LR ) ;Paga 020900;2/2023;48;29207.650000;0.000000;29207.650000;0.000000
UE/MS;059368;Rescisão de Recenseador ( RR ) ;Paga 020901;2/2023;8;7258.350000;239.670000;7018.680000;0.000000
UE/MS;059403;Produção de Recenseador ( PR ) ;Paga 020901;2/2023;66;15262.000000;1545.740000;13716.260000;0.000000
UE/MS;059405;Diárias ( EX ) ;Paga 020899;2/2023;5;10460.150000;562.050000;9898.100000;0.000000
UE/MS;059408;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020904;2/2023;13;9515.640000;3131.080000;6384.560000;0.000000
UE/MS;059447;Rescisão de Recenseador ( RR ) ;Paga 020904;2/2023;7;9001.930000;299.200000;8702.730000;0.000000
UE/MS;059448;Locomoção de Mensalista ( LM ) ;Paga 020906;2/2023;9;5897.710000;0.000000;5897.710000;0.000000
UE/MS;059449;Locomoção de Rercenseador ( LR ) ;Paga 020903;2/2023;42;28211.240000;0.000000;28211.240000;0.000000
UE/MS;059498;Diárias ( EX ) ;Paga 020902;2/2023;3;5839.200000;273.800000;5565.400000;0.000000
UE/MS;059517;Produção de Recenseador ( PR ) ;Paga 020904;2/2023;81;22207.220000;2555.510000;19651.710000;0.000000
UE/MS;059564;Rescisão de Recenseador ( RR ) ;Paga 020909;2/2023;10;12617.550000;405.520000;12212.030000;0.000000
UE/MS;059565;Locomoção de Mensalista ( LM ) ;Paga 020906;2/2023;34;11701.490000;0.000000;11701.490000;0.000000
UE/MS;059566;Diárias ( EX ) ;Paga 020906;2/2023;5;4743.050000;218.130000;4524.920000;0.000000
UE/MS;059569;Locomoção de Rercenseador ( LR ) ;Paga 020908;2/2023;45;22884.000000;0.000000;22884.000000;0.000000
UE/MS;059570;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020904;2/2023;9;37505.060000;5211.030000;32294.030000;0.000000
UE/MS;059615;Rescisação de Mensalista ( RM ) ;Paga 020907;2/2023;1;2010.320000;338.270000;1672.050000;0.000000
UE/MS;059654;Produção de Recenseador ( PR ) ;Paga 020909;2/2023;53;18728.010000;2752.180000;15975.830000;0.000000
UE/MS;059686;Rescisão de Recenseador ( RR ) ;Paga 020909;2/2023;3;5455.370000;181.510000;5273.860000;0.000000
UE/MS;059687;Locomoção de Rercenseador ( LR ) ;Paga 020908;2/2023;16;7454.550000;0.000000;7454.550000;0.000000
UE/MS;059688;Locomoção de Mensalista ( LM ) ;Paga 020910;2/2023;5;1360.000000;0.000000;1360.000000;0.000000
UE/MS;059694;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020909;2/2023;10;6578.210000;3559.720000;3018.490000;0.000000
UE/MS;059696;Diárias ( EX ) ;Paga 020910;2/2023;2;4513.500000;208.180000;4305.320000;0.000000
UE/MS;059704;Produção de Recenseador ( PR ) ;Paga 020909;2/2023;27;3418.260000;859.080000;2559.180000;0.000000
UE/MS;059705;Locomoção de Mensalista ( LM ) ;Paga 020910;2/2023;14;6440.000000;0.000000;6440.000000;0.000000
UE/MS;059706;Locomoção de Rercenseador ( LR ) ;Paga 020908;2/2023;10;8933.350000;0.000000;8933.350000;0.000000
UE/MS;059721;Rescisão de Recenseador ( RR ) ;Paga 020909;2/2023;1;1903.460000;61.180000;1842.280000;0.000000
UE/MS;059731;Produção de Recenseador ( PR ) ;Paga 020912;2/2023;29;2506.200000;198.900000;2307.300000;0.000000
UE/MS;059733;Locomoção de Mensalista ( LM ) ;Paga 020913;2/2023;10;2862.650000;0.000000;2862.650000;0.000000
UE/MS;059734;Locomoção de Rercenseador ( LR ) ;Paga 020911;2/2023;11;8975.000000;0.000000;8975.000000;0.000000
UE/MS;059758;Rescisão de Recenseador ( RR ) ;Paga 020912;2/2023;1;2103.730000;67.620000;2036.110000;0.000000
UE/MS;059787;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020912;2/2023;3;976.250000;133.940000;842.310000;0.000000
UE/MS;059790;Rescisação de Mensalista ( RM ) ;Paga 020928;2/2023;42;151551.020000;11127.910000;140423.110000;0.000000
UE/MS;059791;Produção de Recenseador ( PR ) ;Paga 020912;2/2023;50;9131.740000;1287.550000;7844.190000;0.000000
UE/MS;059793;Locomoção de Mensalista ( LM ) ;Paga 020913;2/2023;12;2825.000000;0.000000;2825.000000;0.000000
UE/MS;059794;Locomoção de Rercenseador ( LR ) ;Paga 020911;2/2023;17;9757.000000;0.000000;9757.000000;0.000000
UE/MS;059852;Rescisão de Recenseador ( RR ) ;Paga 020912;2/2023;16;16419.670000;543.530000;15876.140000;0.000000
UE/MS;059856;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020912;2/2023;3;3861.420000;2449.280000;1412.140000;0.000000
UE/MS;059862;Diárias ( EX ) ;Paga 020913;2/2023;1;53.500000;0.000000;53.500000;0.000000
UE/MS;059959;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020920;2/2023;11;12028.730000;4407.190000;7621.540000;0.000000
UE/MS;059960;Produção de Recenseador ( PR ) ;Paga 020920;2/2023;58;19554.000000;2452.440000;17101.560000;0.000000
UE/MS;059961;Rescisão de Recenseador ( RR ) ;Paga 020920;2/2023;16;23023.360000;748.730000;22274.630000;0.000000
UE/MS;059971;Locomoção de Mensalista ( LM ) ;Paga 020922;2/2023;20;6584.170000;0.000000;6584.170000;0.000000
UE/MS;059972;Diárias ( EX ) ;Paga 020922;2/2023;6;5348.260000;166.520000;5181.740000;0.000000
UE/MS;059973;Locomoção de Rercenseador ( LR ) ;Paga 020919;2/2023;50;17747.660000;0.000000;17747.660000;0.000000
UE/MS;060043;Rescisação de Mensalista ( RM ) ;Paga 020928;2/2023;1;2684.910000;236.940000;2447.970000;0.000000
UE/MS;060060;Produção de Recenseador ( PR ) ;Paga 020920;2/2023;49;9886.110000;1758.850000;8127.260000;0.000000
UE/MS;060061;Rescisão de Recenseador ( RR ) ;Paga 020920;2/2023;4;4107.780000;142.130000;3965.650000;0.000000
UE/MS;060062;Locomoção de Mensalista ( LM ) ;Paga 020922;2/2023;4;3284.190000;0.000000;3284.190000;0.000000
UE/MS;060063;Locomoção de Rercenseador ( LR ) ;Paga 020919;2/2023;19;9095.800000;0.000000;9095.800000;0.000000
UE/MS;060143;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020920;2/2023;3;3326.880000;693.520000;2633.360000;0.000000
UE/MS;060168;Produção de Recenseador ( PR ) ;Paga 020925;2/2023;46;24899.670000;4101.820000;20797.850000;0.000000
UE/MS;060170;Locomoção de Rercenseador ( LR ) ;Paga 020923;2/2023;9;5130.000000;0.000000;5130.000000;0.000000
UE/MS;060171;Locomoção de Mensalista ( LM ) ;Paga 020926;2/2023;8;1558.000000;0.000000;1558.000000;0.000000
UE/MS;060172;Diárias ( EX ) ;Paga 020926;2/2023;4;4212.540000;292.210000;3920.330000;0.000000
UE/MS;060173;Acerto de Rescisação de Mensalista ( AM ) ;Paga 020928;2/2023;1;734.960000;0.000000;734.960000;0.000000
UE/MS;060174;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020927;2/2023;11;9795.190000;2064.410000;7730.780000;0.000000
UE/MS;060299;Pagamento de Mensalista ( PM ) ;Paga 021014;3/2023;158;380212.140000;23078.370000;357133.770000;0.000000
UE/MS;060300;Rescisação de Mensalista ( RM ) ;Paga 020959;3/2023;16;35523.210000;7624.310000;27898.900000;0.000000
UE/MS;060301;Diárias ( EX ) ;Paga 020936;3/2023;10;10167.810000;536.620000;9631.190000;0.000000
UE/MS;060302;Produção de Recenseador ( PR ) ;Paga 020935;3/2023;35;15304.820000;2157.130000;13147.690000;0.000000
UE/MS;060303;Rescisão de Recenseador ( RR ) ;Paga 020935;3/2023;10;8657.490000;268.480000;8389.010000;0.000000
UE/MS;060304;Locomoção de Mensalista ( LM ) ;Paga 020936;3/2023;17;6028.170000;0.000000;6028.170000;0.000000
UE/MS;060305;Locomoção de Rercenseador ( LR ) ;Paga 020934;3/2023;76;58011.540000;0.000000;58011.540000;0.000000
UE/MS;060306;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020935;3/2023;10;3344.330000;870.280000;2474.050000;0.000000
UE/MS;060421;Acerto de Rescisação de Mensalista ( AM ) ;Paga 020941;3/2023;1;16396.720000;0.000000;16396.720000;0.000000
UE/MS;060483;Produção de Recenseador ( PR ) ;Paga 020938;3/2023;46;10655.990000;984.220000;9671.770000;0.000000
UE/MS;060484;Rescisão de Recenseador ( RR ) ;Paga 020938;3/2023;10;11990.320000;378.520000;11611.800000;0.000000
UE/MS;060485;Locomoção de Mensalista ( LM ) ;Paga 020940;3/2023;11;4160.000000;0.000000;4160.000000;0.000000
UE/MS;060486;Locomoção de Rercenseador ( LR ) ;Paga 020937;3/2023;58;31608.500000;0.000000;31608.500000;0.000000
UE/MS;060487;Diárias ( EX ) ;Paga 020940;3/2023;3;952.100000;41.630000;910.470000;0.000000
UE/MS;060521;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020938;3/2023;6;7322.820000;3732.410000;3590.410000;0.000000
UE/MS;060609;Produção de Recenseador ( PR ) ;Paga 020943;3/2023;48;16011.500000;1919.210000;14092.290000;0.000000
UE/MS;060610;Rescisão de Recenseador ( RR ) ;Paga 020943;3/2023;8;8901.590000;311.670000;8589.920000;0.000000
UE/MS;060611;Locomoção de Mensalista ( LM ) ;Paga 020944;3/2023;10;3195.000000;0.000000;3195.000000;0.000000
UE/MS;060612;Locomoção de Rercenseador ( LR ) ;Paga 020942;3/2023;22;18288.470000;0.000000;18288.470000;0.000000
UE/MS;060618;Diárias ( EX ) ;Paga 020944;3/2023;3;2376.080000;89.260000;2286.820000;0.000000
UE/MS;060636;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020943;3/2023;6;11043.130000;2661.890000;8381.240000;0.000000
UE/MS;060773;Produção de Recenseador ( PR ) ;Paga 020943;3/2023;48;10173.190000;858.850000;9314.340000;0.000000
UE/MS;060774;Rescisão de Recenseador ( RR ) ;Paga 020946;3/2023;6;7061.110000;226.940000;6834.170000;0.000000
UE/MS;060775;Locomoção de Mensalista ( LM ) ;Paga 020944;3/2023;4;830.000000;0.000000;830.000000;0.000000
UE/MS;060776;Locomoção de Rercenseador ( LR ) ;Paga 020945;3/2023;32;22977.700000;0.000000;22977.700000;0.000000
UE/MS;060777;Diárias ( EX ) ;Paga 020944;3/2023;4;3527.400000;279.800000;3247.600000;0.000000
UE/MS;060778;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020946;3/2023;2;2297.190000;680.120000;1617.070000;0.000000
UE/MS;060819;Rescisação de Mensalista ( RM ) ;Paga 020959;3/2023;3;6776.100000;1477.920000;5298.180000;0.000000
UE/MS;060832;Acerto de Rescisação de Mensalista ( AM ) ;Paga 020959;3/2023;1;1050.000000;0.000000;1050.000000;0.000000
UE/MS;060854;Produção de Recenseador ( PR ) ;Paga 020949;3/2023;64;25150.430000;2758.000000;22392.430000;0.000000
UE/MS;060923;Rescisão de Recenseador ( RR ) ;Paga 020949;3/2023;12;18782.030000;709.690000;18072.340000;0.000000
UE/MS;060924;Locomoção de Mensalista ( LM ) ;Paga 020951;3/2023;26;9459.640000;0.000000;9459.640000;0.000000
UE/MS;060925;Locomoção de Rercenseador ( LR ) ;Paga 020948;3/2023;56;36627.000000;0.000000;36627.000000;0.000000
UE/MS;060926;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020949;3/2023;4;6491.440000;2046.020000;4445.420000;0.000000
UE/MS;060927;Diárias ( EX ) ;Paga 020951;3/2023;11;18424.060000;1207.090000;17216.970000;0.000000
UE/MS;060957;Acerto de Rescisação de Mensalista ( AM ) ;Paga 020959;3/2023;3;655.000000;0.000000;655.000000;0.000000
UE/MS;061026;Produção de Recenseador ( PR ) ;Paga 020953;3/2023;54;8196.360000;674.160000;7522.200000;0.000000
UE/MS;061053;Rescisão de Recenseador ( RR ) ;Paga 020953;3/2023;2;4895.000000;160.970000;4734.030000;0.000000
UE/MS;061054;Locomoção de Rercenseador ( LR ) ;Paga 020952;3/2023;41;16431.000000;0.000000;16431.000000;0.000000
UE/MS;061056;Diárias ( EX ) ;Paga 020955;3/2023;3;6168.450000;336.260000;5832.190000;0.000000
UE/MS;061057;Locomoção de Mensalista ( LM ) ;Paga 020955;3/2023;14;4767.240000;0.000000;4767.240000;0.000000
UE/MS;061059;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020953;3/2023;3;5295.810000;4388.810000;907.000000;0.000000
UE/MS;061132;Produção de Recenseador ( PR ) ;Paga 020957;3/2023;37;10492.540000;1272.130000;9220.410000;0.000000
UE/MS;061164;Rescisão de Recenseador ( RR ) ;Paga 020957;3/2023;8;18622.940000;344.050000;18278.890000;0.000000
UE/MS;061165;Locomoção de Mensalista ( LM ) ;Paga 020958;3/2023;13;12815.430000;0.000000;12815.430000;0.000000
UE/MS;061166;Locomoção de Rercenseador ( LR ) ;Paga 020956;3/2023;19;9664.710000;0.000000;9664.710000;0.000000
UE/MS;061194;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020957;3/2023;2;4956.510000;1766.870000;3189.640000;0.000000
UE/MS;061224;Rescisação de Mensalista ( RM ) ;Paga 020959;3/2023;2;5311.140000;792.920000;4518.220000;0.000000
UE/MS;061259;Produção de Recenseador ( PR ) ;Paga 020957;3/2023;50;14740.610000;1548.440000;13192.170000;0.000000
UE/MS;061263;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020957;3/2023;2;7263.570000;3441.810000;3821.760000;0.000000
UE/MS;061290;Rescisão de Recenseador ( RR ) ;Paga 020957;3/2023;5;4433.340000;139.400000;4293.940000;0.000000
UE/MS;061291;Locomoção de Mensalista ( LM ) ;Paga 020958;3/2023;13;3262.000000;0.000000;3262.000000;0.000000
UE/MS;061292;Locomoção de Rercenseador ( LR ) ;Paga 020956;3/2023;30;8976.000000;0.000000;8976.000000;0.000000
UE/MS;061297;Acerto de Rescisação de Mensalista ( AM ) ;Paga 020977;3/2023;5;266.500000;0.000000;266.500000;0.000000
UE/MS;061348;Diárias ( EX ) ;Paga 020958;3/2023;1;336.940000;0.000000;336.940000;0.000000
UE/MS;061354;Diárias ( EX ) ;Paga 020963;3/2023;4;17452.200000;1092.000000;16360.200000;0.000000
UE/MS;061405;Rescisação de Mensalista ( RM ) ;Paga 020977;3/2023;6;18673.450000;2221.780000;16451.670000;0.000000
