UE;NUMERO;TIPO;SITUACAO;REFERENCIA;CONTRATADOS;PROVENTO;DESCONTO;LIQUIDO;PENSIONISTA
UE/MS;052289;Locomoção de Mensalista ( LM ) ;Paga 020663;11/2022;21;15900.000000;0.000000;15900.000000;0.000000
UE/MS;052308;Locomoção de Mensalista ( LM ) ;Paga 020663;11/2022;18;21202.100000;0.000000;21202.100000;0.000000
UE/MS;052309;Locomoção de Rercenseador ( LR ) ;Paga 020661;11/2022;78;30405.040000;0.000000;30405.040000;0.000000
UE/MS;052321;Diárias ( EX ) ;Paga 020663;11/2022;14;1666.760000;20.810000;1645.950000;0.000000
UE/MS;052327;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020665;11/2022;10;9684.560000;2017.540000;7667.020000;0.000000
UE/MS;052365;Rescisão de Recenseador ( RR ) ;Paga 020665;11/2022;43;18986.890000;1056.780000;17930.110000;0.000000
UE/MS;052373;Locomoção de Mensalista ( LM ) ;Paga 020663;11/2022;4;2630.000000;0.000000;2630.000000;0.000000
UE/MS;052374;Locomoção de Rercenseador ( LR ) ;Paga 020661;11/2022;47;16358.900000;0.000000;16358.900000;0.000000
UE/MS;052375;Diárias ( EX ) ;Paga 020663;11/2022;3;736.350000;50.020000;686.330000;0.000000
UE/MS;052408;Pagamento de Mensalista ( PM ) ;Paga 020765;12/2022;319;756525.130000;46948.710000;709576.420000;0.000000
UE/MS;052409;Rescisação de Mensalista ( RM ) ;Paga 020725;12/2022;24;36489.890000;14704.710000;21785.180000;0.000000
UE/MS;052410;Produção de Recenseador ( PR ) ;Paga 020675;12/2022;186;234434.830000;22367.290000;212067.540000;0.000000
UE/MS;052411;Rescisão de Recenseador ( RR ) ;Paga 020675;12/2022;35;15055.850000;598.960000;14456.890000;0.000000
UE/MS;052412;Locomoção de Mensalista ( LM ) ;Paga 020677;12/2022;48;24136.310000;0.000000;24136.310000;0.000000
UE/MS;052413;Locomoção de Rercenseador ( LR ) ;Paga 020674;12/2022;198;78472.190000;0.000000;78472.190000;0.000000
UE/MS;052414;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020675;12/2022;10;12739.770000;1795.020000;10944.750000;0.000000
UE/MS;052415;Diárias ( EX ) ;Paga 020677;12/2022;18;24712.060000;965.330000;23746.730000;0.000000
UE/MS;052416;Treinamento de Recenseador ( TR ) ;Paga 020676;12/2022;7;1160.000000;0.000000;1160.000000;0.000000
UE/MS;052637;Produção de Recenseador ( PR ) ;Paga 020683;12/2022;76;98706.690000;11136.330000;87570.360000;0.000000
UE/MS;052638;Rescisão de Recenseador ( RR ) ;Paga 020683;12/2022;7;2794.640000;89.790000;2704.850000;0.000000
UE/MS;052640;Locomoção de Mensalista ( LM ) ;Paga 020685;12/2022;21;10264.520000;0.000000;10264.520000;0.000000
UE/MS;052641;Locomoção de Rercenseador ( LR ) ;Paga 020682;12/2022;73;22283.800000;0.000000;22283.800000;0.000000
UE/MS;052725;Diárias ( EX ) ;Paga 020685;12/2022;13;22235.860000;1245.100000;20990.760000;0.000000
UE/MS;052734;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020683;12/2022;30;25405.400000;3978.240000;21427.160000;0.000000
UE/MS;052787;Treinamento de Recenseador ( TR ) ;Paga 020684;12/2022;5;800.000000;0.000000;800.000000;0.000000
UE/MS;052788;Produção de Recenseador ( PR ) ;Paga 020687;12/2022;66;83978.280000;8690.370000;75287.910000;0.000000
UE/MS;052789;Rescisão de Recenseador ( RR ) ;Paga 020687;12/2022;13;6186.730000;198.800000;5987.930000;0.000000
UE/MS;052790;Locomoção de Rercenseador ( LR ) ;Paga 020686;12/2022;157;74229.400000;0.000000;74229.400000;0.000000
UE/MS;052791;Locomoção de Mensalista ( LM ) ;Paga 020689;12/2022;27;24905.000000;0.000000;24905.000000;0.000000
UE/MS;052874;Treinamento de Recenseador ( TR ) ;Paga 020688;12/2022;6;400.000000;0.000000;400.000000;0.000000
UE/MS;052928;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020687;12/2022;47;34046.310000;5997.890000;28048.420000;0.000000
UE/MS;052929;Diárias ( EX ) ;Paga 020689;12/2022;19;21061.200000;1175.650000;19885.550000;0.000000
UE/MS;052981;Produção de Recenseador ( PR ) ;Paga 020691;12/2022;47;60736.590000;6069.070000;54667.520000;0.000000
UE/MS;052982;Rescisão de Recenseador ( RR ) ;Paga 020691;12/2022;17;7175.280000;230.570000;6944.710000;0.000000
UE/MS;052983;Locomoção de Mensalista ( LM ) ;Paga 020693;12/2022;22;17242.000000;0.000000;17242.000000;0.000000
UE/MS;052984;Locomoção de Rercenseador ( LR ) ;Paga 020690;12/2022;161;74708.740000;0.000000;74708.740000;0.000000
UE/MS;052985;Treinamento de Recenseador ( TR ) ;Paga 020692;12/2022;7;1120.000000;0.000000;1120.000000;0.000000
UE/MS;053062;Diárias ( EX ) ;Paga 020693;12/2022;23;11410.390000;574.410000;10835.980000;0.000000
UE/MS;053133;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020691;12/2022;5;5652.990000;959.020000;4693.970000;0.000000
UE/MS;053182;Produção de Recenseador ( PR ) ;Paga 020695;12/2022;46;39831.010000;3486.570000;36344.440000;0.000000
UE/MS;053183;Rescisão de Recenseador ( RR ) ;Paga 020695;12/2022;20;10897.180000;363.690000;10533.490000;0.000000
UE/MS;053184;Locomoção de Mensalista ( LM ) ;Paga 020697;12/2022;10;9270.000000;0.000000;9270.000000;0.000000
UE/MS;053185;Locomoção de Rercenseador ( LR ) ;Paga 020694;12/2022;103;32230.830000;0.000000;32230.830000;0.000000
UE/MS;053186;Diárias ( EX ) ;Paga 020697;12/2022;9;6116.520000;388.290000;5728.230000;0.000000
UE/MS;053189;Treinamento de Recenseador ( TR ) ;Paga 020696;12/2022;1;120.000000;0.000000;120.000000;0.000000
UE/MS;053259;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020695;12/2022;3;6165.140000;1664.800000;4500.340000;0.000000
UE/MS;053317;Produção de Recenseador ( PR ) ;Paga 020699;12/2022;65;71689.060000;8141.980000;63547.080000;0.000000
UE/MS;053318;Rescisão de Recenseador ( RR ) ;Paga 020699;12/2022;13;4051.930000;121.800000;3930.130000;0.000000
UE/MS;053319;Locomoção de Mensalista ( LM ) ;Paga 020701;12/2022;22;21514.670000;0.000000;21514.670000;0.000000
UE/MS;053320;Locomoção de Rercenseador ( LR ) ;Paga 020698;12/2022;81;40840.410000;0.000000;40840.410000;0.000000
UE/MS;053374;Diárias ( EX ) ;Paga 020701;12/2022;19;6185.410000;250.570000;5934.840000;0.000000
UE/MS;053377;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020699;12/2022;5;8082.150000;2992.720000;5089.430000;0.000000
UE/MS;053472;Produção de Recenseador ( PR ) ;Paga 020704;12/2022;82;95410.470000;11612.180000;83798.290000;0.000000
UE/MS;053473;Rescisão de Recenseador ( RR ) ;Paga 020704;12/2022;4;2460.180000;77.300000;2382.880000;0.000000
UE/MS;053474;Locomoção de Mensalista ( LM ) ;Paga 020706;12/2022;30;17166.600000;0.000000;17166.600000;0.000000
UE/MS;053475;Locomoção de Rercenseador ( LR ) ;Paga 020703;12/2022;64;31102.900000;0.000000;31102.900000;0.000000
UE/MS;053478;Treinamento de Recenseador ( TR ) ;Paga 020700;12/2022;1;40.000000;0.000000;40.000000;0.000000
UE/MS;053534;Treinamento de Recenseador ( TR ) ;Paga 020705;12/2022;2;320.000000;0.000000;320.000000;0.000000
UE/MS;053540;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020704;12/2022;38;33846.290000;7798.050000;26048.240000;0.000000
UE/MS;053575;Diárias ( EX ) ;Paga 020706;12/2022;30;25024.150000;951.880000;24072.270000;0.000000
UE/MS;053667;Rescisação de Mensalista ( RM ) ;Paga 020725;12/2022;4;7837.510000;1859.000000;5978.510000;0.000000
UE/MS;053669;Locomoção de Mensalista ( LM ) ;Paga 020710;12/2022;26;15159.970000;0.000000;15159.970000;0.000000
UE/MS;053673;Produção de Recenseador ( PR ) ;Paga 020708;12/2022;106;107274.290000;12914.930000;94359.360000;0.000000
UE/MS;053674;Rescisão de Recenseador ( RR ) ;Paga 020708;12/2022;41;25925.370000;990.470000;24934.900000;0.000000
UE/MS;053712;Diárias ( EX ) ;Paga 020710;12/2022;11;12194.980000;582.900000;11612.080000;0.000000
UE/MS;053725;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020708;12/2022;13;11087.600000;2263.160000;8824.440000;0.000000
UE/MS;053752;Rescisação de Mensalista ( RM ) ;Paga 020748;12/2022;16;26392.680000;7267.190000;19125.490000;0.000000
UE/MS;053778;Locomoção de Mensalista ( LM ) ;Paga 020714;12/2022;32;20367.410000;0.000000;20367.410000;0.000000
UE/MS;053779;Locomoção de Rercenseador ( LR ) ;Paga 020711;12/2022;210;122473.000000;0.000000;122473.000000;0.000000
UE/MS;053780;Produção de Recenseador ( PR ) ;Paga 020712;12/2022;90;105191.190000;13353.590000;91837.600000;0.000000
UE/MS;053900;Diárias ( EX ) ;Paga 020714;12/2022;21;6589.120000;226.560000;6362.560000;0.000000
UE/MS;053973;Rescisão de Recenseador ( RR ) ;Paga 020712;12/2022;4;2021.010000;56.820000;1964.190000;0.000000
UE/MS;054030;Produção de Recenseador ( PR ) ;Paga 020716;12/2022;125;125259.310000;15610.110000;109649.200000;0.000000
UE/MS;054031;Rescisão de Recenseador ( RR ) ;Paga 020716;12/2022;12;2065.830000;56.990000;2008.840000;0.000000
UE/MS;054032;Locomoção de Mensalista ( LM ) ;Paga 020718;12/2022;51;46013.690000;0.000000;46013.690000;0.000000
UE/MS;054033;Locomoção de Rercenseador ( LR ) ;Paga 020715;12/2022;111;33513.480000;0.000000;33513.480000;0.000000
UE/MS;054035;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020716;12/2022;35;31383.510000;7407.350000;23976.160000;0.000000
UE/MS;054062;Diárias ( EX ) ;Paga 020718;12/2022;12;10311.550000;705.290000;9606.260000;0.000000
UE/MS;054208;Diárias ( EX ) ;Paga 020724;12/2022;33;16134.240000;801.750000;15332.490000;0.000000
UE/MS;054213;Locomoção de Mensalista ( LM ) ;Paga 020724;12/2022;33;23123.600000;0.000000;23123.600000;0.000000
UE/MS;054214;Locomoção de Rercenseador ( LR ) ;Paga 020721;12/2022;92;46302.840000;0.000000;46302.840000;0.000000
UE/MS;054301;Produção de Recenseador ( PR ) ;Paga 020722;12/2022;33;29542.630000;3804.650000;25737.980000;0.000000
UE/MS;054307;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020722;12/2022;15;14247.980000;3134.980000;11113.000000;0.000000
UE/MS;054308;Rescisão de Recenseador ( RR ) ;Paga 020722;12/2022;15;15087.910000;473.370000;14614.540000;0.000000
UE/MS;054418;Produção de Recenseador ( PR ) ;Paga 020727;12/2022;101;103851.710000;14721.930000;89129.780000;0.000000
UE/MS;054419;Locomoção de Mensalista ( LM ) ;Paga 020729;12/2022;28;19951.960000;0.000000;19951.960000;0.000000
UE/MS;054420;Locomoção de Rercenseador ( LR ) ;Paga 020726;12/2022;99;38847.490000;0.000000;38847.490000;0.000000
UE/MS;054421;Diárias ( EX ) ;Paga 020729;12/2022;5;5058.950000;302.200000;4756.750000;0.000000
UE/MS;054422;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020722;12/2022;5;5620.280000;1931.780000;3688.500000;0.000000
UE/MS;054436;Rescisão de Recenseador ( RR ) ;Paga 020727;12/2022;13;8229.880000;264.460000;7965.420000;0.000000
UE/MS;054517;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020727;12/2022;12;13333.830000;3896.200000;9437.630000;0.000000
UE/MS;054565;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020732;12/2022;20;16739.750000;3456.980000;13282.770000;0.000000
UE/MS;054567;Locomoção de Mensalista ( LM ) ;Paga 020733;12/2022;52;32713.860000;0.000000;32713.860000;0.000000
UE/MS;054568;Locomoção de Rercenseador ( LR ) ;Paga 020731;12/2022;80;48349.300000;0.000000;48349.300000;0.000000
UE/MS;054569;Rescisão de Recenseador ( RR ) ;Paga 020732;12/2022;16;13302.550000;526.390000;12776.160000;0.000000
UE/MS;054570;Produção de Recenseador ( PR ) ;Paga 020732;12/2022;123;131826.740000;17628.620000;114198.120000;0.000000
UE/MS;054687;Diárias ( EX ) ;Paga 020733;12/2022;9;10626.500000;879.270000;9747.230000;0.000000
UE/MS;054722;Rescisação de Mensalista ( RM ) ;Paga 020748;12/2022;7;12872.800000;1939.080000;10933.720000;0.000000
UE/MS;054776;Treinamento de Recenseador ( TR ) ;Paga 020737;12/2022;2;80.000000;0.000000;80.000000;0.000000
UE/MS;054777;Locomoção de Rercenseador ( LR ) ;Paga 020735;12/2022;116;58004.260000;0.000000;58004.260000;0.000000
UE/MS;054778;Locomoção de Mensalista ( LM ) ;Paga 020738;12/2022;33;26844.890000;0.000000;26844.890000;0.000000
UE/MS;054783;Rescisão de Recenseador ( RR ) ;Paga 020736;12/2022;28;17223.930000;615.070000;16608.860000;0.000000
UE/MS;054794;Produção de Recenseador ( PR ) ;Paga 020736;12/2022;81;95480.090000;15152.660000;80327.430000;0.000000
UE/MS;054871;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020736;12/2022;9;9973.090000;1941.630000;8031.460000;0.000000
UE/MS;054874;Diárias ( EX ) ;Paga 020738;12/2022;16;8055.650000;265.990000;7789.660000;0.000000
UE/MS;054938;Rescisação de Mensalista ( RM ) ;Paga 020748;12/2022;2;4112.900000;507.120000;3605.780000;0.000000
UE/MS;054940;Produção de Recenseador ( PR ) ;Paga 020742;12/2022;143;124100.200000;19166.060000;104934.140000;0.000000
UE/MS;054942;Rescisão de Recenseador ( RR ) ;Paga 020743;12/2022;13;18075.030000;788.950000;17286.080000;0.000000
UE/MS;054943;Locomoção de Mensalista ( LM ) ;Paga 020741;12/2022;25;25861.450000;0.000000;25861.450000;0.000000
UE/MS;054944;Locomoção de Rercenseador ( LR ) ;Paga 020740;12/2022;102;39372.200000;0.000000;39372.200000;0.000000
UE/MS;054946;Diárias ( EX ) ;Paga 020741;12/2022;18;4731.220000;258.980000;4472.240000;0.000000
UE/MS;054947;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020743;12/2022;4;6909.340000;1845.620000;5063.720000;0.000000
UE/MS;055136;Rescisação de Mensalista ( RM ) ;Paga 020748;12/2022;3;8012.840000;738.560000;7274.280000;0.000000
UE/MS;055137;Produção de Recenseador ( PR ) ;Paga 020746;12/2022;124;128516.790000;22359.970000;106156.820000;0.000000
UE/MS;055146;Locomoção de Mensalista ( LM ) ;Paga 020747;12/2022;31;13831.150000;0.000000;13831.150000;0.000000
UE/MS;055147;Locomoção de Rercenseador ( LR ) ;Paga 020745;12/2022;69;34242.280000;0.000000;34242.280000;0.000000
UE/MS;055157;Diárias ( EX ) ;Paga 020747;12/2022;5;8813.710000;593.670000;8220.040000;0.000000
UE/MS;055158;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020746;12/2022;14;13351.800000;3620.890000;9730.910000;0.000000
UE/MS;055159;Rescisão de Recenseador ( RR ) ;Paga 020746;12/2022;32;20846.310000;672.640000;20173.670000;0.000000
UE/MS;055283;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020751;12/2022;40;35798.160000;6662.080000;29136.080000;0.000000
UE/MS;055333;Rescisação de Mensalista ( RM ) ;Paga 020764;12/2022;5;15558.280000;1041.530000;14516.750000;0.000000
UE/MS;055334;Locomoção de Mensalista ( LM ) ;Paga 020754;12/2022;27;12716.250000;0.000000;12716.250000;0.000000
UE/MS;055335;Locomoção de Rercenseador ( LR ) ;Paga 020752;12/2022;69;41517.030000;0.000000;41517.030000;0.000000
UE/MS;055338;Rescisão de Recenseador ( RR ) ;Paga 020751;12/2022;26;19468.060000;631.380000;18836.680000;0.000000
UE/MS;055356;Produção de Recenseador ( PR ) ;Paga 020750;12/2022;100;90563.050000;17017.910000;73545.140000;0.000000
UE/MS;055358;Diárias ( EX ) ;Paga 020754;12/2022;7;9237.630000;480.350000;8757.280000;0.000000
UE/MS;055512;Diárias ( EX ) ;Paga 020754;12/2022;10;11228.300000;903.520000;10324.780000;0.000000
UE/MS;055514;Rescisação de Mensalista ( RM ) ;Paga 020764;12/2022;3;9173.910000;1968.810000;7205.100000;0.000000
UE/MS;055515;Locomoção de Rercenseador ( LR ) ;Paga 020752;12/2022;81;50967.000000;0.000000;50967.000000;0.000000
UE/MS;055516;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020751;12/2022;4;4011.110000;1204.020000;2807.090000;0.000000
UE/MS;055519;Locomoção de Mensalista ( LM ) ;Paga 020754;12/2022;29;35642.650000;0.000000;35642.650000;0.000000
UE/MS;055520;Rescisão de Recenseador ( RR ) ;Paga 020751;12/2022;15;8946.350000;379.760000;8566.590000;0.000000
UE/MS;055522;Produção de Recenseador ( PR ) ;Paga 020750;12/2022;121;99389.140000;20472.640000;78916.500000;0.000000
UE/MS;055564;Locomoção de Mensalista ( LM ) ;Paga 020754;12/2022;2;3001.000000;0.000000;3001.000000;0.000000
UE/MS;055565;Locomoção de Rercenseador ( LR ) ;Paga 020752;12/2022;22;3760.000000;0.000000;3760.000000;0.000000
UE/MS;055567;Produção de Recenseador ( PR ) ;Paga 020750;12/2022;3;4304.410000;645.260000;3659.150000;0.000000
UE/MS;055631;Rescisão de Recenseador ( RR ) ;Paga 020755;12/2022;1;927.030000;29.790000;897.240000;0.000000
UE/MS;055650;Produção de Recenseador ( PR ) ;Paga 020761;12/2022;108;95506.280000;16607.470000;78898.810000;0.000000
UE/MS;055651;Locomoção de Mensalista ( LM ) ;Paga 020763;12/2022;45;40956.810000;0.000000;40956.810000;0.000000
UE/MS;055652;Locomoção de Rercenseador ( LR ) ;Paga 020760;12/2022;141;89774.090000;0.000000;89774.090000;0.000000
UE/MS;055653;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020761;12/2022;44;46262.660000;11651.640000;34611.020000;0.000000
UE/MS;055672;Diárias ( EX ) ;Paga 020763;12/2022;25;12759.580000;645.040000;12114.540000;0.000000
UE/MS;055682;Produção de Recenseador ( PR ) ;Paga 020761;12/2022;21;24964.570000;3742.080000;21222.490000;0.000000
UE/MS;055683;Rescisão de Recenseador ( RR ) ;Paga 020761;12/2022;3;2885.000000;92.720000;2792.280000;0.000000
UE/MS;055684;Locomoção de Mensalista ( LM ) ;Paga 020763;12/2022;11;6810.000000;0.000000;6810.000000;0.000000
UE/MS;055685;Locomoção de Rercenseador ( LR ) ;Paga 020760;12/2022;2;0.000000;0.000000;0.000000;0.000000
UE/MS;055686;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020761;12/2022;21;21889.590000;7183.830000;14705.760000;0.000000
UE/MS;055688;Diárias ( EX ) ;Paga 020763;12/2022;5;1688.250000;0.000000;1688.250000;0.000000
UE/MS;053773;13° de Mensalista ( M3 ) ;Paga 020720;13/2022;2;283.340000;21.240000;262.100000;0.000000
UE/MS;049626;13° de Mensalista ( M3 ) ;Paga 020645;13/2022;382;345050.340000;25944.970000;319105.370000;0.000000
UE/MS;055739;Pagamento de Mensalista ( PM ) ;Paga 020852;1/2023;273;651393.380000;40143.050000;611250.330000;0.000000
UE/MS;055740;Rescisação de Mensalista ( RM ) ;Paga 020783;1/2023;8;10999.980000;4156.240000;6843.740000;0.000000
UE/MS;055741;Diárias ( EX ) ;Paga 020774;1/2023;14;6061.670000;469.740000;5591.930000;0.000000
UE/MS;055742;Produção de Recenseador ( PR ) ;Paga 020771;1/2023;150;131725.640000;12745.720000;118979.920000;0.000000
UE/MS;055743;Rescisão de Recenseador ( RR ) ;Paga 020781;1/2023;81;65302.150000;2152.780000;63149.370000;0.000000
UE/MS;055744;Locomoção de Mensalista ( LM ) ;Paga 020768;1/2023;69;60095.350000;0.000000;60095.350000;0.000000
UE/MS;055745;Locomoção de Rercenseador ( LR ) ;Paga 020770;1/2023;180;78138.600000;0.000000;78138.600000;0.000000
UE/MS;055746;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020773;1/2023;54;64872.560000;12502.760000;52369.800000;0.000000
UE/MS;055939;Rescisação de Mensalista ( RM ) ;Paga 020783;1/2023;11;17212.560000;4705.130000;12507.430000;0.000000
UE/MS;055940;Produção de Recenseador ( PR ) ;Paga 020773;1/2023;24;13246.180000;1356.590000;11889.590000;0.000000
UE/MS;055941;Locomoção de Mensalista ( LM ) ;Paga 020768;1/2023;10;5067.500000;0.000000;5067.500000;0.000000
UE/MS;055942;Locomoção de Rercenseador ( LR ) ;Paga 020772;1/2023;16;4815.000000;0.000000;4815.000000;0.000000
UE/MS;055943;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020773;1/2023;2;3333.380000;1515.270000;1818.110000;0.000000
UE/MS;055991;Diárias ( EX ) ;Paga 020774;1/2023;5;7150.250000;490.950000;6659.300000;0.000000
UE/MS;056027;Acerto de Rescisação de Mensalista ( AM ) ;Paga 020783;1/2023;5;16887.810000;8101.530000;8786.280000;0.000000
UE/MS;056036;Acerto de Rescisação de Mensalista ( AM ) ;Paga 020783;1/2023;4;8620.970000;7772.220000;848.750000;0.000000
UE/MS;056121;Produção de Recenseador ( PR ) ;Paga 020775;1/2023;36;15035.470000;1327.600000;13707.870000;0.000000
UE/MS;056122;Locomoção de Mensalista ( LM ) ;Paga 020768;1/2023;4;3632.300000;0.000000;3632.300000;0.000000
UE/MS;056123;Locomoção de Rercenseador ( LR ) ;Paga 020776;1/2023;9;2115.110000;0.000000;2115.110000;0.000000
UE/MS;056128;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020781;1/2023;10;12278.420000;4371.680000;7906.740000;0.000000
UE/MS;056169;Diárias ( EX ) ;Paga 020774;1/2023;7;10401.110000;626.050000;9775.060000;0.000000
UE/MS;056211;Produção de Recenseador ( PR ) ;Paga 020780;1/2023;51;34634.710000;3143.820000;31490.890000;0.000000
UE/MS;056212;Locomoção de Mensalista ( LM ) ;Paga 020777;1/2023;1;300.000000;0.000000;300.000000;0.000000
UE/MS;056213;Locomoção de Rercenseador ( LR ) ;Paga 020778;1/2023;10;3500.000000;0.000000;3500.000000;0.000000
UE/MS;056214;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020781;1/2023;13;13941.480000;3047.490000;10893.990000;0.000000
UE/MS;056226;Acerto de Rescisação de Mensalista ( AM ) ;Paga 020783;1/2023;2;3133.330000;2833.330000;300.000000;0.000000
UE/MS;056270;Diárias ( EX ) ;Paga 020782;1/2023;2;489.570000;41.630000;447.940000;0.000000
UE/MS;056271;Rescisão de Recenseador ( RR ) ;Paga 020781;1/2023;8;7677.100000;246.710000;7430.390000;0.000000
UE/MS;056352;Produção de Recenseador ( PR ) ;Paga 020785;1/2023;15;10231.670000;1241.890000;8989.780000;0.000000
UE/MS;056353;Rescisão de Recenseador ( RR ) ;Paga 020786;1/2023;25;13924.260000;436.570000;13487.690000;0.000000
UE/MS;056354;Locomoção de Rercenseador ( LR ) ;Paga 020784;1/2023;13;10308.000000;0.000000;10308.000000;0.000000
UE/MS;056355;Locomoção de Mensalista ( LM ) ;Paga 020787;1/2023;4;1173.000000;0.000000;1173.000000;0.000000
UE/MS;056356;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020786;1/2023;12;12836.880000;3410.830000;9426.050000;0.000000
UE/MS;056368;Diárias ( EX ) ;Paga 020782;1/2023;1;138.700000;0.000000;138.700000;0.000000
UE/MS;056439;Rescisação de Mensalista ( RM ) ;Paga 020810;1/2023;5;10103.660000;2059.670000;8043.990000;0.000000
UE/MS;056440;Produção de Recenseador ( PR ) ;Paga 020789;1/2023;19;10122.330000;1293.470000;8828.860000;0.000000
UE/MS;056441;Rescisão de Recenseador ( RR ) ;Paga 020790;1/2023;22;16509.620000;463.690000;16045.930000;0.000000
UE/MS;056442;Locomoção de Mensalista ( LM ) ;Paga 020792;1/2023;5;1500.000000;0.000000;1500.000000;0.000000
UE/MS;056443;Locomoção de Rercenseador ( LR ) ;Paga 020788;1/2023;31;13298.200000;0.000000;13298.200000;0.000000
UE/MS;056444;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020790;1/2023;6;4429.840000;1372.320000;3057.520000;0.000000
UE/MS;056495;Diárias ( EX ) ;Paga 020791;1/2023;2;1312.850000;154.900000;1157.950000;0.000000
UE/MS;056568;Rescisão de Recenseador ( RR ) ;Paga 020811;1/2023;29;15750.880000;448.520000;15302.360000;0.000000
UE/MS;056569;Locomoção de Mensalista ( LM ) ;Paga 020794;1/2023;3;372.000000;0.000000;372.000000;0.000000
UE/MS;056571;Produção de Recenseador ( PR ) ;Paga 020809;1/2023;54;19332.820000;2026.860000;17305.960000;0.000000
UE/MS;056572;Locomoção de Rercenseador ( LR ) ;Paga 020793;1/2023;18;5724.050000;0.000000;5724.050000;0.000000
UE/MS;056575;Diárias ( EX ) ;Paga 020795;1/2023;3;3128.530000;206.540000;2921.990000;0.000000
UE/MS;056693;Produção de Recenseador ( PR ) ;Paga 020809;1/2023;30;16643.010000;2588.580000;14054.430000;0.000000
UE/MS;056694;Rescisão de Recenseador ( RR ) ;Paga 020811;1/2023;16;9053.790000;261.390000;8792.400000;0.000000
UE/MS;056695;Locomoção de Mensalista ( LM ) ;Paga 020768;1/2023;2;2281.420000;0.000000;2281.420000;0.000000
UE/MS;056696;Locomoção de Rercenseador ( LR ) ;Paga 020797;1/2023;31;8192.000000;0.000000;8192.000000;0.000000
UE/MS;056698;Diárias ( EX ) ;Paga 020774;1/2023;1;2050.850000;104.090000;1946.760000;0.000000
UE/MS;056780;Rescisão de Recenseador ( RR ) ;Paga 020811;1/2023;19;9565.830000;280.840000;9284.990000;0.000000
UE/MS;056781;Locomoção de Rercenseador ( LR ) ;Paga 020800;1/2023;35;11208.000000;0.000000;11208.000000;0.000000
UE/MS;056782;Locomoção de Mensalista ( LM ) ;Paga 020801;1/2023;10;6890.500000;0.000000;6890.500000;0.000000
UE/MS;056798;Produção de Recenseador ( PR ) ;Paga 020809;1/2023;16;8061.340000;1319.880000;6741.460000;0.000000
UE/MS;056806;Diárias ( EX ) ;Paga 020802;1/2023;3;491.470000;72.030000;419.440000;0.000000
UE/MS;056807;Rescisação de Mensalista ( RM ) ;Paga 020810;1/2023;4;17096.330000;1208.460000;15887.870000;0.000000
UE/MS;056836;Produção de Recenseador ( PR ) ;Paga 020809;1/2023;67;27138.100000;2998.850000;24139.250000;0.000000
UE/MS;056837;Rescisão de Recenseador ( RR ) ;Paga 020811;1/2023;17;18377.260000;543.550000;17833.710000;0.000000
UE/MS;056838;Locomoção de Mensalista ( LM ) ;Paga 020805;1/2023;14;6838.040000;0.000000;6838.040000;0.000000
UE/MS;056839;Locomoção de Rercenseador ( LR ) ;Paga 020804;1/2023;75;30995.000000;0.000000;30995.000000;0.000000
UE/MS;056840;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020811;1/2023;24;26848.580000;7157.050000;19691.530000;0.000000
UE/MS;056842;Diárias ( EX ) ;Paga 020808;1/2023;10;5038.150000;527.530000;4510.620000;0.000000
UE/MS;056934;Rescisão de Recenseador ( RR ) ;Paga 020823;1/2023;42;40098.630000;1352.900000;38745.730000;0.000000
UE/MS;056935;Locomoção de Mensalista ( LM ) ;Paga 020819;1/2023;11;5624.800000;0.000000;5624.800000;0.000000
UE/MS;056936;Locomoção de Rercenseador ( LR ) ;Paga 020818;1/2023;107;45116.000000;0.000000;45116.000000;0.000000
UE/MS;056949;Rescisação de Mensalista ( RM ) ;Paga 020853;1/2023;12;33761.410000;3071.790000;30689.620000;0.000000
UE/MS;056958;Diárias ( EX ) ;Paga 020820;1/2023;10;11274.780000;695.480000;10579.300000;0.000000
